,title_maart,title_april,published_at_maart,views_maart,rank_in_region_maart,views_april,rank_in_region_april,country_april,days_since_upload_april,duration_in_minutes_april,category_name_april,rank_change
124,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,4,99252449.0,50,Zimbabwe,33,1.2,Entertainment,46
125,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,4,99252449.0,38,Malta,33,1.2,Entertainment,34
126,This was SO close😳😭 #newchallenge #shorts  @isabellaafro @IsabellandJay,This was SO close😳😭 #newchallenge #shorts  @isabellaafro @IsabellandJay,2025-03-01 15:04:19,7130479,17,34972610.0,41,Oeganda,30,0.5,Comedy,24
127,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,24,51493926.0,42,Oeganda,33,0.2,Comedy,18
128,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,10,99252449.0,38,Oeganda,33,1.2,Entertainment,28
129,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,10,99252449.0,50,Zimbabwe,33,1.2,Entertainment,40
130,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,10,99252449.0,38,Malta,33,1.2,Entertainment,28
131,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,26,51493926.0,42,Oeganda,33,0.2,Comedy,16
132,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Oeganda,33,1.2,Entertainment,36
133,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,50,Zimbabwe,33,1.2,Entertainment,48
134,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Malta,33,1.2,Entertainment,36
135,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,5,99252449.0,38,Oeganda,33,1.2,Entertainment,33
136,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,5,99252449.0,50,Zimbabwe,33,1.2,Entertainment,45
137,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,5,99252449.0,38,Malta,33,1.2,Entertainment,33
138,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36354048,5,99252449.0,38,Oeganda,33,1.2,Entertainment,33
139,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36354048,5,99252449.0,50,Zimbabwe,33,1.2,Entertainment,45
140,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36354048,5,99252449.0,38,Malta,33,1.2,Entertainment,33
141,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,11,51493926.0,42,Oeganda,33,0.2,Comedy,31
142,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,21003434,11,51493926.0,42,Oeganda,33,0.2,Comedy,31
143,姐姐好厉害啊！#火影忍者 #家庭 #小蚂蚁,姐姐好厉害啊！#火影忍者 #家庭 #小蚂蚁,2025-02-25 09:00:13,25154845,16,98503326.0,39,Oeganda,34,0.4,People & Blogs,23
144,姐姐好厉害啊！#火影忍者 #家庭 #小蚂蚁,姐姐好厉害啊！#火影忍者 #家庭 #小蚂蚁,2025-02-25 09:00:13,25405757,16,98503326.0,39,Oeganda,34,0.4,People & Blogs,23
145,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,4,99252449.0,38,Oeganda,33,1.2,Entertainment,34
146,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,4,99252449.0,50,Zimbabwe,33,1.2,Entertainment,46
147,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,4,99252449.0,38,Malta,33,1.2,Entertainment,34
148,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,3,99252449.0,38,Oeganda,33,1.2,Entertainment,35
149,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,3,99252449.0,50,Zimbabwe,33,1.2,Entertainment,47
150,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,3,99252449.0,38,Malta,33,1.2,Entertainment,35
151,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,11,99252449.0,38,Oeganda,33,1.2,Entertainment,27
152,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,11,99252449.0,50,Zimbabwe,33,1.2,Entertainment,39
153,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,11,99252449.0,38,Malta,33,1.2,Entertainment,27
154,"Haha, are children's brains so good now?# Mother and Child Daily# Family Fun# Life Tips# Parent-Chi","Haha, are children's brains so good now?# Mother and Child Daily# Family Fun# Life Tips# Parent-Chi",2025-02-28 07:07:40,6253958,13,75379066.0,37,Oeganda,31,0.6,People & Blogs,24
155,This was SO close😳😭 #newchallenge #shorts  @isabellaafro @IsabellandJay,This was SO close😳😭 #newchallenge #shorts  @isabellaafro @IsabellandJay,2025-03-01 15:04:19,7130479,17,34972610.0,41,Oeganda,30,0.5,Comedy,24
156,YAILIN LA MAS VIRAL x DJ ADONI - Yo No Olvido (Video Oficial),YAILIN LA MAS VIRAL x DJ ADONI - Yo No Olvido (Video Oficial),2025-03-03 16:00:06,683872,26,10171505.0,49,Nicaragua,28,2.7,Music,23
157,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,36,99252449.0,38,Oeganda,33,1.2,Entertainment,2
158,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,36,99252449.0,50,Zimbabwe,33,1.2,Entertainment,14
159,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,36,99252449.0,38,Malta,33,1.2,Entertainment,2
160,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,5,99252449.0,38,Oeganda,33,1.2,Entertainment,33
161,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,5,99252449.0,50,Zimbabwe,33,1.2,Entertainment,45
162,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,5,99252449.0,38,Malta,33,1.2,Entertainment,33
163,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Oeganda,33,1.2,Entertainment,35
164,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,50,Zimbabwe,33,1.2,Entertainment,47
165,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Malta,33,1.2,Entertainment,35
166,Content thời tiền sử [BEN EAGLE] #beneagle #kungfu #martialarts #fighting #action #entertainment,Content thời tiền sử [BEN EAGLE] #beneagle #kungfu #martialarts #fighting #action #entertainment,2025-02-25 16:00:54,16607109,16,30400086.0,35,Oeganda,34,0.6,Entertainment,19
167,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,29,51493926.0,42,Oeganda,33,0.2,Comedy,13
168,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,6,99252449.0,38,Oeganda,33,1.2,Entertainment,32
169,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,6,99252449.0,50,Zimbabwe,33,1.2,Entertainment,44
170,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36050754,6,99252449.0,38,Malta,33,1.2,Entertainment,32
171,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,25,51493926.0,42,Oeganda,33,0.2,Comedy,17
172,Content thời tiền sử [BEN EAGLE] #beneagle #kungfu #martialarts #fighting #action #entertainment,Content thời tiền sử [BEN EAGLE] #beneagle #kungfu #martialarts #fighting #action #entertainment,2025-02-25 16:00:54,16607109,30,30400086.0,35,Oeganda,34,0.6,Entertainment,5
173,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Oeganda,33,1.2,Entertainment,36
174,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,50,Zimbabwe,33,1.2,Entertainment,48
175,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Malta,33,1.2,Entertainment,36
176,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Oeganda,33,1.2,Entertainment,35
177,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,50,Zimbabwe,33,1.2,Entertainment,47
178,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Malta,33,1.2,Entertainment,35
179,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,18,51493926.0,42,Oeganda,33,0.2,Comedy,24
180,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,4,99252449.0,38,Oeganda,33,1.2,Entertainment,34
181,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,4,99252449.0,50,Zimbabwe,33,1.2,Entertainment,46
182,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,4,99252449.0,38,Malta,33,1.2,Entertainment,34
183,"Highest Away From Me Wins $10,000","Highest Away From Me Wins $10,000",2025-02-28 17:00:00,76608367,28,161117200.0,49,Luxemburg,31,0.8,Entertainment,21
184,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,8,99252449.0,38,Oeganda,33,1.2,Entertainment,30
185,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,8,99252449.0,50,Zimbabwe,33,1.2,Entertainment,42
186,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,8,99252449.0,38,Malta,33,1.2,Entertainment,30
187,This was SO close😳😭 #newchallenge #shorts  @isabellaafro @IsabellandJay,This was SO close😳😭 #newchallenge #shorts  @isabellaafro @IsabellandJay,2025-03-01 15:04:19,7130479,14,34972610.0,41,Oeganda,30,0.5,Comedy,27
188,"Highest Away From Me Wins $10,000","Highest Away From Me Wins $10,000",2025-02-28 17:00:00,76608367,16,161117200.0,49,Luxemburg,31,0.8,Entertainment,33
189,"Haha, are children's brains so good now?# Mother and Child Daily# Family Fun# Life Tips# Parent-Chi","Haha, are children's brains so good now?# Mother and Child Daily# Family Fun# Life Tips# Parent-Chi",2025-02-28 07:07:40,6253958,18,75379066.0,37,Oeganda,31,0.6,People & Blogs,19
190,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Oeganda,33,1.2,Entertainment,36
191,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,50,Zimbabwe,33,1.2,Entertainment,48
192,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Malta,33,1.2,Entertainment,36
193,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,7,99252449.0,38,Oeganda,33,1.2,Entertainment,31
194,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,7,99252449.0,50,Zimbabwe,33,1.2,Entertainment,43
195,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,7,99252449.0,38,Malta,33,1.2,Entertainment,31
196,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,21,51493926.0,42,Oeganda,33,0.2,Comedy,21
197,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,8,99252449.0,38,Oeganda,33,1.2,Entertainment,30
198,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,8,99252449.0,50,Zimbabwe,33,1.2,Entertainment,42
199,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,8,99252449.0,38,Malta,33,1.2,Entertainment,30
200,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,28,99252449.0,38,Oeganda,33,1.2,Entertainment,10
201,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,28,99252449.0,50,Zimbabwe,33,1.2,Entertainment,22
202,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,28,99252449.0,38,Malta,33,1.2,Entertainment,10
203,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,17,99252449.0,38,Oeganda,33,1.2,Entertainment,21
204,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,17,99252449.0,50,Zimbabwe,33,1.2,Entertainment,33
205,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,17,99252449.0,38,Malta,33,1.2,Entertainment,21
206,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36239737,17,99252449.0,38,Oeganda,33,1.2,Entertainment,21
207,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36239737,17,99252449.0,50,Zimbabwe,33,1.2,Entertainment,33
208,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36239737,17,99252449.0,38,Malta,33,1.2,Entertainment,21
209,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,9,99252449.0,38,Oeganda,33,1.2,Entertainment,29
210,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,9,99252449.0,50,Zimbabwe,33,1.2,Entertainment,41
211,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,9,99252449.0,38,Malta,33,1.2,Entertainment,29
212,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,21,51493926.0,42,Oeganda,33,0.2,Comedy,21
213,Content thời tiền sử [BEN EAGLE] #beneagle #kungfu #martialarts #fighting #action #entertainment,Content thời tiền sử [BEN EAGLE] #beneagle #kungfu #martialarts #fighting #action #entertainment,2025-02-25 16:00:54,16607109,46,30400086.0,35,Oeganda,34,0.6,Entertainment,-11
214,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,6,99252449.0,38,Oeganda,33,1.2,Entertainment,32
215,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,6,99252449.0,50,Zimbabwe,33,1.2,Entertainment,44
216,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,6,99252449.0,38,Malta,33,1.2,Entertainment,32
217,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,8,51493926.0,42,Oeganda,33,0.2,Comedy,34
218,姐姐好厉害啊！#火影忍者 #家庭 #小蚂蚁,姐姐好厉害啊！#火影忍者 #家庭 #小蚂蚁,2025-02-25 09:00:13,25154845,25,98503326.0,39,Oeganda,34,0.4,People & Blogs,14
219,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Oeganda,33,1.2,Entertainment,35
220,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,50,Zimbabwe,33,1.2,Entertainment,47
221,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Malta,33,1.2,Entertainment,35
222,Still surprising mom with magic ✨,Still surprising mom with magic ✨,2025-02-26 13:01:30,20965178,31,51493926.0,42,Oeganda,33,0.2,Comedy,11
223,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Oeganda,33,1.2,Entertainment,35
224,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,50,Zimbabwe,33,1.2,Entertainment,47
225,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,3,99252449.0,38,Malta,33,1.2,Entertainment,35
226,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Oeganda,33,1.2,Entertainment,36
227,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,50,Zimbabwe,33,1.2,Entertainment,48
228,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,2,99252449.0,38,Malta,33,1.2,Entertainment,36
229,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,10,99252449.0,38,Oeganda,33,1.2,Entertainment,28
230,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,10,99252449.0,50,Zimbabwe,33,1.2,Entertainment,40
231,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,10,99252449.0,38,Malta,33,1.2,Entertainment,28
232,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,16,99252449.0,38,Oeganda,33,1.2,Entertainment,22
233,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,16,99252449.0,50,Zimbabwe,33,1.2,Entertainment,34
234,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,16,99252449.0,38,Malta,33,1.2,Entertainment,22
235,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,12,99252449.0,38,Oeganda,33,1.2,Entertainment,26
236,When he ran into the door! 😲,When he ran into the door! 😲,2025-02-26 16:10:26,36104618,12,99252449.0,50,Zimbabwe,33,1.2,Entertainment,38
